epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
33,183806.0,183806.0,0.0,671,671,0,0.0,0.26743164062499997,0.088214111328125,0.08656721858821759,0.5094217525573831,0.2059086754512902,671,283689.90630135103,240713.00930149248,713490.0454554384,717237.9582204527,718921.4960127339,719114.6057629308,0,0.12762308885854418,0,0.09042968750000001,24871.0,0.0,74,0.1552734375,26764.0,0.0,75,0.003564453125,16220.0,0.0,74,0.0748046875,22533.0,0.0,76,0.1130859375,37019.0,0.0,78,0.0009765624999999999,17283.0,0.0,66,0.000146484375,8468.0,0.0,38,0.26743164062499997,30648.0,0.0,74
34,188429.0,188429.0,0.0,651,651,0,0.0,0.27207031249999997,0.09022216796874999,0.08866187808110311,0.5087230991088397,0.24196713350917243,651,301988.9980239626,246789.032465101,730040.2722114355,733779.0597653798,734219.4978632301,734228.4105985323,0,0.1576462175216756,0,0.09418945312499999,24262.0,0.0,73,0.161376953125,35046.0,0.0,74,0.00146484375,17044.0,0.0,76,0.077978515625,25605.0,0.0,76,0.11396484374999999,33751.0,0.0,75,0.000732421875,12585.0,0.0,56,0.0,5816.0,0.0,37,0.27207031249999997,34320.0,0.0,77
35,176027.0,176027.0,0.0,662,662,0,0.0,0.27841796874999997,0.092413330078125,0.09100074462238826,0.5077025359096718,0.2438894317349034,662,308649.88969156984,252426.46486414655,743250.8808428879,748352.2447117082,749186.1042279897,749243.7308621584,0,0.1497997737778791,0,0.09433593750000001,16116.0,0.0,76,0.165673828125,29440.0,0.0,74,0.00029296875,14227.0,0.0,73,0.08120117187499999,21163.0,0.0,74,0.11879882812499999,37557.0,0.0,76,0.0005859375,17867.0,0.0,64,0.0,7489.0,0.0,33,0.27841796874999997,32168.0,0.0,75
36,203937.0,203937.0,0.0,678,678,0,0.0,0.28842773437499997,0.09514770507812499,0.09373991256326396,0.5074526549301254,0.21347340109935842,678,323926.9576430553,259350.26709586626,766493.0313656792,770554.8240246858,771596.7942605139,771811.0558095304,0,0.18656535625911608,0,0.098095703125,29254.0,0.0,76,0.16811523437499998,30098.0,0.0,77,0.0012695312499999998,12760.0,0.0,52,0.08071289062499999,21925.0,0.0,76,0.12299804687499999,38240.0,0.0,77,0.0005859375,22914.0,0.0,69,0.0009765625,10849.0,0.0,38,0.28842773437499997,37897.0,0.0,73
37,175290.0,175290.0,0.0,682,682,0,0.0,0.2962890625,0.09739990234375,0.09623209213891265,0.5060308610154249,0.18175309487135527,682,326625.54908258066,264531.3122859256,789409.0886691937,794080.3146082495,795233.8072187318,795235.412401438,0,0.1624040705283866,0,0.099169921875,17888.0,0.0,76,0.1720703125,25894.0,0.0,76,0.0011230468750000001,18953.0,0.0,67,0.08525390625,24139.0,0.0,76,0.12441406249999999,28754.0,0.0,74,0.0005859375,15268.0,0.0,64,0.00029296875,10894.0,0.0,46,0.2962890625,33500.0,0.0,74
38,201458.0,201008.0,450.0,666,662,4,0.0022337162088375633,0.3106660992068371,0.09989893622897962,0.09990072390681774,0.4999910522568522,0.26001449433628765,662,337984.12143467576,274090.4061272576,813803.1914935183,818817.4556522918,819537.6422832122,819560.2816582806,0,0.23998298122702086,0,0.103369140625,22672.0,0.0,74,0.172314453125,30716.0,0.0,76,0.0027343750000000003,23424.0,0.0,74,0.083203125,16519.0,0.0,78,0.125927734375,34014.0,0.0,75,0.000830078125,18596.0,0.0,53,0.000146484375,6725.0,0.0,44,0.3106660992068371,48792.0,450.0,73
39,190214.0,172897.0,17317.0,642,589,53,0.09103956596254698,0.5184559101803906,0.12648911767879883,0.16051812890126396,0.3830786503989921,0.2184933811391372,589,301867.00946285203,271903.0475939263,819006.6969924388,819411.8371152206,819659.4088411524,819733.5929159129,0,0.22068751352084037,0,0.09975585937499999,19503.0,0.0,75,0.1783203125,29703.0,0.0,75,0.001611328125,26245.0,0.0,76,0.086865234375,23965.0,0.0,75,0.126611328125,28848.0,0.0,74,0.000146484375,16207.0,0.0,73,0.000146484375,6108.0,0.0,31,0.5184559101803906,39635.0,17317.0,75
40,188699.0,176583.0,12116.0,660,610,50,0.06420807741429439,0.46404475586784033,0.12100608276473004,0.14410509462739265,0.41352693639935567,0.20946123190901833,610,299972.214341398,273366.4122104022,818892.8347108015,819478.0767189221,819697.292028333,819755.9524289959,0,0.22616545055540666,0,0.100244140625,25197.0,0.0,76,0.18476562500000002,29912.0,0.0,72,0.004296875,30691.0,0.0,74,0.08564453124999999,18492.0,0.0,74,0.12802734375,24563.0,0.0,73,0.00087890625,15108.0,0.0,59,0.000146484375,7840.0,0.0,43,0.46404475586784033,36896.0,12116.0,76
41,179423.0,168673.0,10750.0,652,607,45,0.05991428077782637,0.43856077997806775,0.11885207991913346,0.13666516223808803,0.4306233541938716,0.2283925416473911,607,304029.81132021843,274862.8232068608,819305.8257399498,819581.153131775,819625.4901170854,819637.3554435258,0,0.24668223520776614,0,0.10224609375,24053.0,0.0,75,0.1869140625,28648.0,0.0,73,0.004687500000000001,19464.0,0.0,75,0.08510742187499999,16038.0,0.0,74,0.13203125,27672.0,0.0,75,0.000146484375,19579.0,0.0,73,0.001123046875,5150.0,0.0,29,0.43856077997806775,38819.0,10750.0,75
42,192243.0,179232.0,13011.0,653,602,51,0.06767996754108047,0.49828400743697776,0.1271048368671222,0.15449579741908023,0.4036436333579416,0.171771533944018,602,311125.21018340916,277381.474373701,820340.0076432616,820746.9840818925,821102.2785876843,821138.4706869195,0,0.2344307546813991,0,0.105029296875,29885.0,0.0,77,0.189453125,21644.0,0.0,74,0.0041015625,24437.0,0.0,74,0.08828124999999999,18593.0,0.0,74,0.1310546875,33470.0,0.0,77,0.0006347656249999999,21548.0,0.0,57,0.0,9857.0,0.0,42,0.49828400743697776,32809.0,13011.0,78
43,193220.0,181832.0,11388.0,655,610,45,0.05893799813683853,0.46664711806216197,0.12419392686714523,0.14556753060642766,0.42126448325548443,0.1630628299347885,610,317075.75860491075,284294.4327771637,820814.6550585688,821374.3165616977,821566.5165240084,821636.1960690711,0,0.25477865167417546,0,0.1052734375,28762.0,0.0,76,0.19531249999999997,29234.0,0.0,77,0.002783203125,25881.0,0.0,75,0.090185546875,24267.0,0.0,76,0.13334960937499998,24781.0,0.0,75,0.0,17717.0,0.0,67,0.0,8440.0,0.0,39,0.46664711806216197,34138.0,11388.0,75
